643;999;4219.32
643;980;2.73558
980;949;3.1583
643;156;11.284
566;840;410.04
643;978;85.705
764;348;0.1111
980;840;26.645
980;156;4.1417
980;51;0.054536
980;643;0.36631
102;840;3132.1599218213
974;980;0.093554
974;840;2.4924
974;978;2.9464
974;156;0.38744
974;643;0.03426
974;398;0.0058445
974;826;3.4464
978;840;0.8457374831
566;156;63.5953
999;840;0.0171858262
978;764;0.0257300913
643;949;8.63114
997;967;254.7770700637
997;840;0.005214036
978;156;0.1314595959
156;949;0.7643
156;764;0.1958
156;643;0.0884
156;978;7.6106
398;392;3.9
398;752;49.72
398;203;19.93
398;826;589.57
398;980;16.01
398;860;0.04
398;51;0.872
967;840;2.07876E-5
967;978;2.4546E-5
967;156;3.3138E-6
967;826;2.87493E-5
967;643;2.865E-7
998;840;0.0207876093
998;978;0.0245460093
998;156;0.0033137863
998;826;0.0287492633
998;643;0.000286536
996;840;3.9396412295
860;840;10686.62
996;967;196078.43137255
826;840;0.7279609813
826;643;0.0099211074
826;978;0.8598452279
826;156;0.1126494013
398;949;50.65
643;840;72.5125
102;967;149588631.26402
987;967;74.624081191
980;978;31.517
992;840;0.0048431881
992;967;232.786053322
993;840;0.0002857011
993;967;13.7733534094
51;840;487
51;974;195.9
51;860;0.046
51;980;18.26
51;643;6.71
51;498;27.56
51;398;1.143
51;156;75.51
764;985;8.5492
498;752;2.0591
643;826;100.2925
764;704;0.001447
764;643;0.4508
764;203;1.5334
764;784;8.9662
764;156;5.1214
398;764;12.98
51;752;56.77
840;498;0.0567997026
991;967;177.6624945591
991;840;0.003694957
990;840;0.0170832483
990;967;822.9098090849
999;978;0.0203762218
980;860;0.0025244
999;974;0.0069178346
999;980;0.0006470067
764;578;3.8059
989;967;43535.045711798
989;840;0.9055473049
988;967;356.8013472819
988;993;25.9029710967
988;840;0.0074410097
51;392;4.454
980;826;36.8354
978;643;0.0116314505
967;764;6.288E-7
998;764;0.0006288192
156;392;0.058773
398;643;5.87
978;826;1.169453865
398;985;110.82
995;840;0.0063676827
566;978;484.2162
566;826;568.1104
990;993;59.517538926
986;967;257400.25740026
986;840;5.3573585865
980;356;0.36279
987;840;0.0015523407
995;967;306.1380682688
643;398;0.170754
980;764;0.83458
643;51;0.14862
156;356;0.087439
985;840;3.8475
156;360;0.000452
980;398;0.062531
348;840;295.53
986;993;18700.851823801
980;974;10.7055
102;993;10632642.21159
981;967;13234.515616728
981;993;963.205548064
981;840;0.2758000615
983;993;699.7655785312
983;967;9649.2497708303
983;840;0.2007022572
984;967;924.2571283331
984;993;67.086628964
984;840;0.0192221655
104;967;407207.57406088
104;993;29568.302779421
104;840;8.469559134
103;967;710.4795737123
103;993;51.6422226813
103;840;0.0147953113
100;967;18906.987077074
100;993;1372.3106142737
100;840;0.3931110048
101;967;142247.51066856
101;840;2.9688639209
982;840;0.6144393241
982;978;0.7261373126
982;967;29542.097488922
982;993;2151.2084413419
105;993;396.6522549681
105;967;5476.6012212821
105;840;0.1139168385
996;993;14134.275618375
997;993;18.2983654619
106;840;0.0323907494
106;967;1597.3675382969
106;993;113.2867196244
764;752;3.8247
764;356;0.4486
107;967;1972970.3067969
107;993;143032.86895329
107;840;41.0096325475
108;967;45392.646391285
108;993;3290.3395630429
108;840;0.9438806331
643;974;29.2475
643;860;0.00681712
840;860;9.34137E-5
840;156;0.1554774713
840;974;0.3998357475
840;840;1
840;967;47832.466975747
840;398;0.0023456999
840;980;0.0375357791
840;764;0.0304224152
840;643;0.0137915816
840;566;0.0024303108
840;51;0.0020289697
840;826;1.3830168299
840;978;1.1818892026
348;980;11.09
348;949;35.02
348;764;9
348;752;34.42
348;643;4.06
348;985;76.81
987;993;5.4185857491
348;578;34.43
348;458;71.05
348;392;2.7031
348;356;4.01
348;360;0.0207
1010;967;400000
109;826;0.0031456433
109;967;110.6194690265
978;356;0.0115124478
764;360;2.3123
967;356;2.655E-7
998;356;0.0002654681
398;578;49.8
51;356;6.61
764;458;7.9141
643;356;0.989178
840;356;0.0136059411
980;458;6.4721
156;458;1.5489
764;392;30.0693
643;392;0.66571
980;392;0.24417
974;392;0.022794
978;392;0.0077453334
109;980;8.52878E-5
967;392;1.901E-7
998;392;0.0001901433
156;826;8.9026
398;498;24.23
51;985;126.62
974;498;0.14098
978;458;0.2033760423
840;392;0.009149925
110;967;22699.929630218
110;993;1644.506935708
110;840;0.4721387389
348;826;408.87
111;967;42265.426880812
111;993;3065.0871251015
111;840;0.8802057569
1000;840;0.0385405235
1000;967;1806.2604988891
1007;967;6724.4973438236
348;978;349.49
643;985;18.9187
980;985;6.9289
974;985;0.6476
978;985;0.2197753896
999;860;1.6173E-6
967;985;5.3979E-6
998;985;0.0053978542
398;417;5.03
51;949;57.78
764;840;32.9347
985;764;0.1171
985;978;4.5502
985;826;5.3228
985;980;0.1444
985;392;0.035194
985;643;0.0529
985;356;0.052256
985;156;0.598
348;203;13.8
1001;967;11750881.316099
1001;840;244.4802472184
1001;993;852151.68299957
840;985;0.2591490633
348;156;45.93
980;498;1.5102
1002;967;60821.701182982
1002;993;4416.2784021905
1002;840;1.2666035898
974;51;0.0050846
974;949;0.29587
978;949;0.1002315348
860;704;0.47
109;978;0.0027034334
398;156;66.28
51;978;575.78
985;949;0.4558
949;840;8.4348
949;978;9.9706
949;826;11.6636
949;392;7.71345
949;643;0.115925
949;156;1.3108
840;949;0.118577122
1003;967;46882.325363338
1003;993;3406.4006267777
1003;840;0.9755631194
1004;993;270.182643467
1004;840;0.077572851
1004;967;3725.9906477635
109;949;0.0002726281
998;203;0.0009693119
156;840;6.4492
109;643;3.14947E-5
109;566;2.29316E-5
643;752;8.47796
980;752;3.108
974;752;0.29056
978;752;0.0986582478
860;980;401.37
967;752;2.1451E-6
998;752;0.0021451036
156;752;0.749
398;356;5.8
51;826;673.33
985;752;0.4481
949;752;0.98251
752;156;1.3351
752;978;10.1534
752;826;11.8898
752;356;0.116735
752;392;0.078485
752;985;2.2311
752;643;0.117974
752;949;1.017
752;840;8.5936
840;752;0.1166297456
643;498;4.1208
993;104;3.38803E-5
989;104;0.1066502936
498;840;17.6569
498;51;0.03618
498;978;20.8854
498;980;0.6628
498;826;24.4126
498;949;2.0933
498;974;7.103
498;643;0.243
498;356;0.24025
498;860;0.001651
498;398;0.04144
498;392;0.161612
498;156;2.7453
498;985;4.5897
1005;967;1555.8027553267
1006;993;105.5308730569
1006;840;0.030226283
1006;967;1453.0554122682
840;578;0.1164618878
840;417;0.0117925919
840;348;0.0033834238
840;203;0.0466444953
1014;840;0.7258220334
643;417;0.858836
980;417;0.31751
974;417;0.029382
860;949;1263.67
398;978;504.16
51;417;5.75
498;417;0.20843
643;578;8.47077
980;578;3.1053
974;578;0.29101
978;578;0.0986018261
860;764;324.53
156;578;0.7458
398;840;426.39
51;578;56.85
985;578;0.4482
949;578;0.98147
752;578;0.996752
498;578;2.0596
643;203;3.40064
980;203;1.2452
974;203;0.116495
978;203;0.0394975906
860;752;1244.29
398;348;1.445
51;203;22.76
985;203;0.1797
752;203;0.400465
498;203;0.8254
643;348;0.246172
980;348;0.090353
978;348;0.0028664794
860;643;146.54
398;974;171.52
51;348;1.649
985;348;0.013019
752;348;0.029019
498;348;0.05983
1005;993;112.8986734406
1005;840;0.0323704998
417;840;84.796
417;978;100.2797
417;398;0.1989
417;643;1.1639
860;458;2567.66
860;498;605.47
860;398;25.06
860;417;125.98
860;392;97.1
860;356;145.03
860;360;0.75
860;348;36.11
860;826;14812.72
860;978;12625.17
860;203;497.54
109;840;0.0022993792
1007;993;487.8322442478
1007;840;0.1398507708
1014;967;34894.392122242
398;458;102.57
860;156;1658.13
985;458;0.9251
498;458;4.2465
980;360;0.0018707
980;704;0.0011797
978;360;5.94307E-5
860;985;2773.51
860;578;1240.64
860;974;4272.6
860;51;21.68
985;360;0.00027016
840;360;7.0189E-5
840;458;0.2404713238
840;704;4.39052E-5
967;203;9.693E-7
1008;840;0.0277373044
1008;967;1333.3422222815
1008;993;96.7099282412
1012;840;0.0062648575
1009;967;1858.0280748042
1009;840;0.0386396748
109;993;8.038585209
203;392;0.19613
203;360;0.001503
203;356;0.29146
203;978;25.32
203;156;3.329
1012;967;301.5404192316
764;978;38.8863
1010;949;0.9853187506
1011;993;28939.790765313
1011;967;398533.39709868
1010;109;3607.5036075036
1010;840;8.3139341536
203;348;0.07259
203;458;5.149
203;578;2.496
203;985;5.566
203;643;0.29451
203;752;2.498
203;764;0.65142
203;949;2.538
203;840;21.412
203;826;29.61
360;156;2212.19
360;978;16852.5
360;826;19765.915
360;392;129.55625
360;458;3431.71
360;578;1654.335
360;752;1662.355
360;764;433.145
360;840;14257.005
360;704;0.625
578;156;1.3332
578;203;0.40058
578;978;10.1418
578;826;11.8604
578;348;0.029071
578;360;0.00060273
578;356;0.11676
578;392;0.078552
578;458;2.0626
578;985;2.2289
578;643;0.11796
578;752;1.0006
578;764;0.26095
578;949;1.0165
578;840;8.5773
578;974;3.4484
578;704;0.000377
704;156;3536.91
704;978;26893.25
704;826;31329.125
704;356;314.365
704;392;208.64
704;458;5475.675
704;578;2647.07
704;643;329.74
704;752;2650.675
704;764;659.465
704;840;22745
458;356;0.056544
458;392;0.038006
458;764;0.126388
458;360;0.000292
458;826;5.7487
458;978;4.9164
458;156;0.6467
458;704;0.000183
458;840;4.1645
1011;840;8.2894575798
356;840;73.6519
356;826;101.3769
356;978;87.1533
356;392;0.6669
980;784;7.3218
860;784;2909.35
156;784;1.7556
398;784;116.09
51;784;132.59
498;784;4.8072
458;784;1.133768
840;784;0.272257826
784;840;3.6725
784;974;1.476501
784;156;0.570964
784;203;0.171564
784;978;4.340503
784;826;5.085861
784;348;0.012427
784;360;0.000258
784;356;0.049978
784;392;0.033594
784;398;0.008616
784;458;0.883131
784;566;0.008925
784;578;0.427896
784;985;0.953178
784;643;0.050659
784;764;0.11166
784;949;0.435285
784;704;0.000161
764;826;45.4829
1013;840;146437.54072794
1013;967;6896551724.1379
